Category,Grade,Question,,,
Careers,7,"Based upon one of the career areas of interest from the Holland Career Interest Profiler Assessment, list a related college major and the average wage in Oregon for that occupation.",,,
Careers,7,"Were you surprised by the results?  Briefly justify (4-5 complete sentences), why or why not these career suggestions may or may not be a good possibility for you.",,,
Careers,7,Have you given any thought to your plans after high school?,,,
Careers,7,Have you talked with your parents/guardians about your plans after high school?,,,
Careers,8,"Based on your results, what is your highest/top rated Holland Trait?",,,
Careers,8,"Based on your results, what is your 2nd highest rated Holland Trait?",,,
Careers,8,"Based on your results, what is your 3rd highest rated Holland Trait?",,,
Careers,8,I believe that my top Holland Trait accurately reflects my personality and career interests.,,,
Careers,8,"Based on your answer to Question #4, why or why not do you believe your top Holland Trait accurately reflects your personality and career interests. Explain.",,,
Careers,8,List two (2) career areas of interest based upon the results of the Career Interest Profiler.  ,,,
Careers,8,"Now that I have a potential career path, I feel prepared to begin searching for a college or trade school or alternative pathway?",,,
Careers,8,"Based upon one of the career areas of interest from the Holland Career Interest Profiler Assessment, list a related college major and the average wage in Oregon for that occupation.",,,
Careers,8,"Were you surprised by the results?  Briefly justify (4-5 complete sentences), why or why not these career suggestions may or may not be a good possibility for you.",,,
Careers,8,Have you given any thought to your plans after high school?,,,
Careers,8,Have you talked with your parents/guardians about your plans after high school?,,,
Careers,9,"Based on your results, what is your highest/top rated Holland Trait?",,,
Careers,9,"Based on your results, what is your 2nd highest rated Holland Trait?",,,
Careers,9,"Based on your results, what is your 3rd highest rated Holland Trait?",,,
Careers,9,I believe that my top Holland Trait accurately reflects my personality and career interests.,,,
Careers,9,"Based on your answer to Question #4, why or why not do you believe your top Holland Trait accurately reflects your personality and career interests. Explain.",,,
Careers,9,List two (2) career areas of interest based upon the results of the Career Interest Profiler.  ,,,
Careers,9,"Now that I have a potential career path, I feel prepared to begin searching for a college or trade school or alternative pathway?",,,
Careers,9,"Based upon one of the career areas of interest from the Holland Career Interest Profiler Assessment, list a related college major and the average wage in Oregon for that occupation.",,,
Careers,9,"Were you surprised by the results?  Briefly justify (4-5 complete sentences), why or why not these career suggestions may or may not be a good possibility for you.",,,
Careers,9,Have you given any thought to your plans after high school?,,,
Careers,9,Have you talked with your parents/guardians about your plans after high school?,,,
Careers,10,"Based on your results, what is your highest/top rated Holland Trait?",,,
Careers,10,"Based on your results, what is your 2nd highest rated Holland Trait?",,,
Careers,10,"Based on your results, what is your 3rd highest rated Holland Trait?",,,
Careers,10,I believe that my top Holland Trait accurately reflects my personality and career interests.,,,
Careers,10,"Based on your answer to Question #4, why or why not do you believe your top Holland Trait accurately reflects your personality and career interests. Explain.",,,
Careers,10,List two (2) career areas of interest based upon the results of the Career Interest Profiler.  ,,,
Careers,10,"Now that I have a potential career path, I feel prepared to begin searching for a college or trade school or alternative pathway?",,,
Careers,10,"Based upon one of the career areas of interest from the Holland Career Interest Profiler Assessment, list a related college major and the average wage in Oregon for that occupation.",,,
Careers,10,"Were you surprised by the results?  Briefly justify (4-5 complete sentences), why or why not these career suggestions may or may not be a good possibility for you.",,,
Careers,10,Have you given any thought to your plans after high school?,,,
Careers,10,Have you talked with your parents/guardians about your plans after high school?,,,
Careers,11,"Based on your results, what is your highest/top rated Holland Trait?",,,
Careers,11,"Based on your results, what is your 2nd highest rated Holland Trait?",,,
Careers,11,"Based on your results, what is your 3rd highest rated Holland Trait?",,,
Careers,11,I believe that my top Holland Trait accurately reflects my personality and career interests.,,,
Careers,11,"Based on your answer to Question #4, why or why not do you believe your top Holland Trait accurately reflects your personality and career interests. Explain.",,,
Careers,11,List two (2) career areas of interest based upon the results of the Career Interest Profiler.  ,,,
Careers,11,"Now that I have a potential career path, I feel prepared to begin searching for a college or trade school or alternative pathway?",,,
Careers,11,"Based upon one of the career areas of interest from the Holland Career Interest Profiler Assessment, list a related college major and the average wage in Oregon for that occupation.",,,
Careers,11,"Were you surprised by the results?  Briefly justify (4-5 complete sentences), why or why not these career suggestions may or may not be a good possibility for you.",,,
Careers,11,Have you given any thought to your plans after high school?,,,
Careers,11,Have you talked with your parents/guardians about your plans after high school?,,,
Careers,12,"Based on your results, what is your highest/top rated Holland Trait?",,,
Careers,12,"Based on your results, what is your 2nd highest rated Holland Trait?",,,
Careers,12,"Based on your results, what is your 3rd highest rated Holland Trait?",,,
Careers,12,I believe that my top Holland Trait accurately reflects my personality and career interests.,,,
Careers,12,"Based on your answer to Question #4, why or why not do you believe your top Holland Trait accurately reflects your personality and career interests. Explain.",,,
Careers,12,List two (2) career areas of interest based upon the results of the Career Interest Profiler.  ,,,
